Sr No,Date dd/mm/yyyy,Year,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,Investment Type,Amount (in '000)
1369,9/13/2016,2016,ShoeKonnect,E-commerce,Footwear & Leather B2B App,Agra,Indian Angels Network,Seed Round,Undisclosed
1370,9/13/2016,2016,NearBuy,Consumer Internet,Online Deals & Discount platform,Gurgaon,BlackSoil Capital Pvt. Ltd.,Private Equity,2500000
1371,9/14/2016,2016,ZeroInfy,Consumer Internet,Online Video Lectures platform,Kolkata,Calcutta Angels Network,Seed Round,Undisclosed
1372,9/14/2016,2016,Flocareer,Consumer Internet,Jobs & Skill Validation platform,Bangalore,"Balasubramanian Krishnamurthy, Sidhartha Hazarika & Others",Seed Round,150000
1373,9/14/2016,2016,LensPick,E-commerce,eyewear eTailer,Bangalore,Scadea Solutions Inc,Private Equity,Undisclosed
1374,9/15/2016,2016,infeedo,Consumer Internet,Employee engagement platform,Gurgaon,"Dheeraj Jain, Palash Jain, Anupam Mittal, Ameera Shah,\\xc2\\xa0 Vivek Bhargava, Rahul Singh, Ambarish Gupta,",Seed Round,200000
1375,9/15/2016,2016,Furlenco,E-commerce,Online furniture rental startup,Bangalore,Lightbox Ventures and others,Private Equity,5000000
1376,9/15/2016,2016,GoPigeon,Consumer Internet,on-demand logistics service provider,Bangalore,Nexus Venture Partners,Private Equity,1500000
1377,9/16/2016,2016,NewsDistill,Consumer Internet,City based News Aggregator App,Hyderabad,"Ganesh Narasimhan, Ramana Thumu, Sudhir Mallem",Seed Round,100000
1378,9/16/2016,2016,DoctorInsta,Consumer Internet,Online Doctor Consultations,Gurgaon,RoundGlass Partners,Private Equity,1000000
1379,9/19/2016,2016,Milofy,Consumer Internet,Couple Socialization App,Bangalore,Accel Partners,Seed Round,750000
1380,9/19/2016,2016,Liqvid,Technology,Integrated eLearning content solutions,New Delhi,Gray Matters Capital,Private Equity,Undisclosed
1381,9/19/2016,2016,Swiggy,Consumer Internet,Online Food Ordering & Delivery,Bangalore,Bessemer Venture Partners,Private Equity,15000000
1382,9/20/2016,2016,Codemojo,Consumer Internet,Customer Engagement Platform,Bangalore,CIO Angel Network,Seed Round,Undisclosed
1383,9/20/2016,2016,JustLikeNew,E-commerce,Online gadget Repair Services Marketplace,Hyderabad,LetsVenture,Seed Round,500000
1384,9/20/2016,2016,JoeHukum,Technology,Enterprise customer engagement solutions,New Delhi,Sumit Jain,Seed Round,Undisclosed
1385,9/21/2016,2016,Co Life,Consumer Internet,shared living and working spaces platform,Bangalore,Undisclosed Investors,Seed Round,1000000
1386,9/21/2016,2016,PurpleDocs,Consumer Internet,Electronic Health care records platform,Vadodara,"KellyGamma, Lead Angels & Others",Seed Round,Undisclosed
1387,9/21/2016,2016,Pepperfry,E-commerce,Furniture eTailer,Mumbai,"Goldman Sachs Group, Zodius Technology Fund, Norwest Venture Partners, Bertelsmann India",Private Equity,31300000
1388,9/21/2016,2016,eQuickies,E-commerce,Online Book etailer,Ahemadabad,Lothal Angel Ventures,Seed Round,298000
1389,9/21/2016,2016,Khel Now,Consumer Internet,Mobile-based social networking platform,New Delhi,Anglian Omega Network,Seed Round,350000
1390,9/22/2016,2016,Gadgetwood,Consumer Internet,On-Demand Gadget repair services platform,New Delhi,Carpediem Capital,Private Equity,6000000
1391,9/22/2016,2016,DailyRounds,Consumer Internet,Mobile App for Doctors,Bangalore,"Accel Partners, Beenext, Powerhouse Ventures, Akusa Holdings",Private Equity,Undisclosed
1392,9/22/2016,2016,Flixy Games,Technology,Mobile Game Publisher for Indian audience,Bangalore,Rebright Partners,Seed Round,425000
1393,9/22/2016,2016,HashTaag,Technology,Mobile App Development company,Bangalore,Undisclosed investors,Seed Round,1000000
1394,9/22/2016,2016,PharmaRack,Technology,SAAS application for Pharma Industry,Pune,"Currae Healthtech Fund, Unicorn India Ventures",Private Equity,745000
1395,9/23/2016,2016,\\xc2\\xa0CloudCherry,Technology,CRM SAAS Platform,Chennai,"Vertex Ventures, Cisco Ventures, IDG Ventures",Private Equity,6000000
1396,9/23/2016,2016,Parentlane,Consumer Internet,Social Platform for babycare and parenting,Bangalore,Rohit MA,Seed Round,Undisclosed
1397,9/23/2016,2016,First Moms Club,Consumer Internet,Social Network for Mothers,Mumbai,Idea Wave Labs,Seed Round,Undisclosed
1398,9/23/2016,2016,inMotion,Technology,Financial platform for daily wage earning communities,Noida,"Prashant Tandon, Gaurav Agarwal, Gaurav Bhogle, Shrishti Sahu, Shantanu Mathur, Prabhat Aggarwal",Seed Round,Undisclosed
1399,9/26/2016,2016,Let\xe2\x80\x99s Barter,Consumer Internet,Goods & Services Barter Platform,New Delhi,Scale Ventures Funds,Seed Round,Undisclosed
1400,9/26/2016,2016,EvenGini,Consumer Internet,Event Registration and Ticketing platform,Chennai,Procam International Pvt. Ltd,Private Equity,Undisclosed
1401,9/27/2016,2016,TinyStep,Consumer Internet,Parenting Network Platform,Bangalore,Flipkart Logistics Pvt. Ltd,Private Equity,1580000
1402,9/27/2016,2016,Canvs,Consumer Internet,Community Platform for Artists and Designers,Mumbai,Pratik Seal,Seed Round,Undisclosed
1403,9/28/2016,2016,Beardo,E-commerce,Mens Grooming products etailer,Ahemadabad,Venture Catalysts,Seed Round,500000
1404,9/28/2016,2016,Instacar,Consumer Internet,Out-Station Taxi Rental Platform,Indore,Swastika Co Ltd.,Seed Round,1000000
1405,9/28/2016,2016,Celes Care,Consumer Internet,Virtual Health Clinic for Women,Hyderabad,Endiya Partners,Seed Round,1000000
1406,9/28/2016,2016,Druva,Technology,Cloud Based Data Protection Solution,Pune,"Sequoia India, EDBI, Blue Cloud Ventures, Hercules Capital",Private Equity,51000000
1407,9/29/2016,2016,Promon,E-commerce,Local Commerce Platform,New Delhi,Now Capital,Seed Round,180000
1408,9/29/2016,2016,Fastudent,E-commerce,Education eCommerce platform,Noida,"Kanwaljit Singh, Ajay Lakhotia, Pavan Ongole, Ashish Gupta",Seed Round,Undisclosed
1409,9/29/2016,2016,Unocoin,Consumer Internet,Bitcoin Wallet,Bangalore,"Blume Ventures, Mumbai Angels, ah! Ventures, Digital Currency Group, Boost VC, Bank to the Future and Funders Club",Private Equity,1500000
1410,9/30/2016,2016,Demyto,Consumer Internet,Vehicle maintenance Services platform,Pune,Deepak Nathani,Seed Round,Undisclosed
1411,9/30/2016,2016,Zeta,Technology,Enterprise Cloud Solutions,Mumbai,Bhavin Turakhia,Private Equity,19000000
1412,9/30/2016,2016,Kalaage,Consumer Internet,Social Networking Platform for Writers,Jaipur,Rajasthan Angel Innovators Network,Seed Round,Undisclosed
1413,01/08/2016,2016,HealthKart,E-commerce,Online Pharmacy & Health Marketplace,Gurgaon,"Sequoia Capital India, Omidyar Network, Kae Capital",Private Equity,12000000
1414,01/08/2016,2016,Medinfi,Consumer Internet,Doctor & Clinic\\xc2\\xa0 Discovery Platform,Bangalore,"Mudit Saxena, Evan Lim",Seed Round,200000
1415,01/08/2016,2016,RepairEasy,Consumer Internet,Gadget Repair Services Platform,Pune,Undisclosed HNIs,Seed Round,275000
1416,01/08/2016,2016,Voonik,E-commerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,InnoVen Capital,Private Equity,3000000
1417,01/08/2016,2016,Tokri,Consumer Internet,Hyperlocal Grocery Delivery platform,Pune,Syska LED group,Private Equity,2500000
1418,02/08/2016,2016,Sheroes,Consumer Internet,Online Job and Career Platform for Women,Noida,"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",Private Equity,1800000
1419,02/08/2016,2016,Daily Ninja,Consumer Internet,Hyperlocal daily needs Products delivery platform,Bangalore,"Venk Krishnan, Aprameya Radhakrishna, Anupam Mittal, Kunal Shah, Tracxn Labs, Subramanya SV, Ravi Garkipati",Seed Round,Undisclosed
1420,02/08/2016,2016,Yumlane,Food-Tech,Retail Food & Snack Offline centres,Mumbai,"Binny Bansal, Anupam Mittal, Sachin Bhatia, Darius Pandole, Kunal Khattar, Dheerag Jain",Seed Round,1000000
1421,03/08/2016,2016,Xcode,Health and wellness,Personal Genomics,Chennai,RoundGlass Partners,Private Equity,Undisclosed
1422,03/08/2016,2016,ExtraCarbon,Consumer Internet,Waste Recycle Management platform,Gurgaon,Brand Capital,Seed Round,225000
1423,03/08/2016,2016,FlickBay,Consumer Internet,Mobile Based Bollywood Discovery platform,Mumbai,Paul Roy,Seed Round,890000
1424,04/08/2016,2016,Petoo,Consumer Internet,Food Delivery Platform,Bangalore,Existing Investors,Seed Round,500000
1425,04/08/2016,2016,lehlehsports,Others,Sports Arena discovery,New Delhi,Anglian Omega Network,Seed Round,Undisclosed
1426,05/08/2016,2016,Tricog,Health and wellness,Healthcare Analytics Platform,Bangalore,"Inventus Capital Partners, Blume Ventures & Others",Private Equity,Undisclosed
1427,06/08/2016,2016,VST Travels,Technology,Travel Ticket Booking Software,Kerala,Promatus Group,Seed Round,27000
1428,08/08/2016,2016,AdPushUp,Technology,Ad optimization Platform,New Delhi,"Geniee, Inc, Purvi Capital",Private Equity,Undisclosed
1429,08/08/2016,2016,Wefly Indoor Skydiving,Others,Indoor Skydiving Sports Provider,Mumbai,Swastika Company Ltd.,Seed Round,40000
1430,08/08/2016,2016,Mojarto,E-commerce,"Original Art, Digital Prints etailer",Gurgaon,Undisclosed Investors,Seed Round,445000
1431,08/08/2016,2016,Zipgrid,Consumer Internet,Community services platform,Mumbai,1Crowd (through crowd funding),Seed Round,200000
1432,09/08/2016,2016,MobiDent,Health and wellness,Dental Protection Solution,Bangalore,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Round,Undisclosed
1433,09/08/2016,2016,Zeolr/RespirON,Technology,Healthcare related IoT platform,New Delhi,Centre for Innovation Incubation and Entrepreneurship (CIIE),Seed Round,Undisclosed
1434,10/08/2016,2016,Vebbler,Consumer Internet,Photo Sharing Mobile App,Bangalore,"Anupam Mittal, Sharad Sharma & 14 others",Seed Round,500000
1435,10/08/2016,2016,Bombay Shaving Company,E-commerce,Men\\xe2\\x80\\x99s Grooming Product etailer,New Delhi,"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",Seed Round,600000
1436,11/08/2016,2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,"Gujarat Venture Finance Limited (GVFL), Bennett Coleman & Co. Ltd",Private Equity,7000000
1437,11/08/2016,2016,91SpringBoard,Consumer Internet,Co-Working Spaces Discovery & Booking platform,Mumbai,"Khattar Holdings, ThirtyThree Investments, Soumitra Sharma, Deepak Sharma, Sumit Dayal and others",Private Equity,Undisclosed
1438,11/08/2016,2016,Genextstudents,Consumer Internet,Online Tutoring Service provider,Mumbai,1Crowd (through crowdfunding),Seed Round,209000
1439,11/08/2016,2016,Zenoti,Technology,Cloud Based Software Solutions Provider,Hyderabad,"Norwest Venture Partners, Accel India",Private Equity,15000000
1440,12/08/2016,2016,Crofarm,Technology,Agri-Tech supply chain Solution provider,Gurgaon,"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",Private Equity,1500000
1441,12/08/2016,2016,Faircent.com,Consumer Internet,peer-to-peer lending platform,Gurgaon,Brand Capital,Private Equity,1500000
1442,12/08/2016,2016,Innovaccer,Technology,Integrated Enterprise Analytics Platform,Noida,Westbridge Capital Partners,Private Equity,15600000
1443,12/08/2016,2016,Cuberoot,Technology,Data Analytics & Audience Management Platform,Gurgaon,Undisclosed Investors,Seed Round,500000
1444,12/08/2016,2016,Funcastic,Consumer Internet,B2C vernacular podcast aggregator platform,New Delhi,"HT Media Ltd, North Base Media",Seed Round,Undisclosed
1445,8/15/2016,2016,Buttercups,E-commerce,Women Intimate Wear eTailer,Bangalore,"Anand Chandrasekaran, Kanwaljit Singh, Manoj Varghese",Seed Round,Undisclosed
1446,8/16/2016,2016,Zappfresh,E-commerce,Raw Meat Products eTailer,Gurgaon,Ashvin Chadha,Seed Round,Undisclosed
1447,8/16/2016,2016,OyoRooms,Consumer Internet,Budget Hotels Aggregator,New Delhi,SoftBank Group,Private Equity,62000000
1448,8/16/2016,2016,Hike,Consumer Internet,Mobile Messaging App,New Delhi,"Tencent Holdings, Foxconn Technology Group, Tiger Global, SoftBank Group, Bharti Enterprises",Private Equity,175000000
1449,8/16/2016,2016,Joolz,E-commerce,Online Jewellery Store,Mumbai,"Powerhouse Ventures, M&S Partners",Private Equity,500000
1450,8/16/2016,2016,SaleBhai,E-commerce,"Sweets, Dry Fruits & Handicrafts etailer",Ahemadabad,Brand Capital,Private Equity,1500000
1451,8/16/2016,2016,Makkajai,Technology,Online & Mobile learning for kids,Pune,"Anand Chandrasekaran, Ananth Narayanan, Mekin Maheshwari, Ravi Garikipati, Divyesh Shah, Swastika Company Ltd",Seed Round,250000
1452,8/16/2016,2016,Gradopedia,Consumer Internet,Career progression Portal,Mumbai,Undisclosed Dubai based HNIs,Seed Round,Undisclosed
1453,8/17/2016,2016,MaalGaadi,Logistics,Online Logistics Marketplace,Indore,"Swan Angel Network,Sachin Khandelwal and others",Seed Round,375000
1454,8/17/2016,2016,ZiPi,Technology,Mobile Chatbot App,Bangalore,Swan Angel Network,Seed Round,Undisclosed
1455,8/17/2016,2016,Appknox,Technology,Mobile security solutions,Bangalore,"SeedPlus, Infocomm Investments, Accel Partners RNT Associates",Private Equity,675000
1456,8/17/2016,2016,Pikkol,Logistics,Packers & Movers,Bangalore,Indian Angel Network,Seed Round,Undisclosed
1457,8/18/2016,2016,Meesho,E-commerce,Mobile based eCommerce SAAS platform,Bangalore,"Kashyap Deorah, Rajul Garg, Maninder Gulati",Seed Round,Undisclosed
1458,8/18/2016,2016,Sesame Software,Technology,Financial Technology Solutions Provider,Kozhikode,Speridian Technologies,Private Equity,Undisclosed
1459,8/19/2016,2016,Quikr,Consumer Internet,Classified Listings platform,Mumbai,Brand Capital,Private Equity,20000000
1460,8/19/2016,2016,Digio,Technology,Aadhar based Document Signing platform,Bangalore,Rainmatter,Private Equity,375000
1461,8/19/2016,2016,Ziffity,Technology,Full Service Ecommerce Agency,Chennai,Aspire Systems,Private Equity,Undisclosed
1462,8/22/2016,2016,Zzungry,Consumer Internet,Food Delivery platform,Bangalore,"Satish Vasudeva, Madhusudhan Jujare & Others",Seed Round,Undisclosed
1463,8/22/2016,2016,Puro Wellness,Health and wellness,"Organic,\\xc2\\xa0 Natural\\xc2\\xa0 Food substitute manufacturer",Mumbai,Torrent Group,Private Equity,37000000
1464,8/22/2016,2016,Fitternity,Consumer Internet,Fitness Gym & Services Discovery platform,Mumbai,"Saha Fund, Exfinity Venture Partners & Others",Private Equity,Undisclosed
1465,8/23/2016,2016,TAC Security,Technology,Cyber-Security Solutions Provider,New Delhi,Vijay Kedia,Seed Round,Undisclosed
1466,8/23/2016,2016,Notesgen,Consumer Internet,Online Notes Sharing Portal,New Delhi,"Riju Gupta, Kamal Chabra",Seed Round,100000
1467,8/23/2016,2016,NearU,Consumer Internet,Marketing app for retailers,Mumbai,Dr. Goutam Challagalla,Seed Round,Undisclosed
1468,8/23/2016,2016,Octo.ai,Technology,Artificial Intelligence based marketing platform,New Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Round,200000
1469,8/24/2016,2016,ShaadiSaga,Consumer Internet,Wedding Website Creator,New Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Round,Undisclosed
1470,8/24/2016,2016,UnaAcademy,Consumer Internet,Free Interactive education platform,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal,\\xc2\\xa0 Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,1000000
1471,8/24/2016,2016,Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Round,100000
1472,8/24/2016,2016,Guarented,E-commerce,Home Furnishing rental marketplace,Bangalore,Kalaari Capital,Seed Round,500000
1473,8/24/2016,2016,Beyond Evolution,Technology,Mobile Apps & Tech Services provider,Gurgaon,"Vineet Taneja, Kamal Puri",Seed Round,Undisclosed
1474,8/24/2016,2016,Uber Dreams,E-commerce,Dreams fulfilling marketplace,Mumbai,Mohit Lalvani,Seed Round,500000
1475,8/24/2016,2016,Convegenius,Ed-Tech,Edutainment platform,Noida,Michael and Susan Dell Foundation,Private Equity,900000
1476,8/24/2016,2016,UrbanLadder,E-commerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,3000000
1477,8/24/2016,2016,enCashea,Consumer Internet,Scrap Collection and Recycling platform,Bangalore,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Round,Undisclosed
1478,8/25/2016,2016,EngineerBabu,Technology,Mobile App & Web Development company,Indore,Scale Ventures,Seed Round,Undisclosed
1479,8/25/2016,2016,Cult,Health and wellness,Health and Fitness Centres,Bangalore,CureFit,Private Equity,3000000
1480,8/25/2016,2016,WitWorks,Technology,Consumer IoT Startup,Bangalore,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Round,Undisclosed
1481,8/25/2016,2016,NearFox,Consumer Internet,Local Lifestyle Content and Discovery Platform,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain,\\xc2\\xa0 Arpan Nagdeve",Seed Round,Undisclosed
1482,8/25/2016,2016,ZoomCar,Consumer Internet,Self-driven car booking platform,Bangalore,Ford Smart Mobility Llc,Private Equity,24000000
1483,8/26/2016,2016,Plix,Consumer Internet,Photo and Video Sharing App,Gurgaon,Instalabs,Seed Round,500000
1484,8/26/2016,2016,Mobikwik,Consumer Internet,Digital Wallet platform,Gurgaon,Net1 UEPS Technologies Inc,Private Equity,40000000
1485,8/26/2016,2016,MyDidi,Consumer Internet,"on-demand, hyper-local Cleaning services provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Round,550000
1486,8/26/2016,2016,CrownIt,Consumer Internet,Cashback Mobile app,Gurgaon,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Round,Undisclosed
1487,8/29/2016,2016,LoanTap,Consumer Internet,Lending platform for Salaried professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,3000000
1488,8/29/2016,2016,Runnr,Consumer Internet,hyperlocal Logistics services provider,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,7000000
1489,8/29/2016,2016,Zolo,Consumer Internet,on-demand online talent marketplace,Noida,Hitouch AG,Private Equity,Undisclosed
1490,8/29/2016,2016,Notion Press,Consumer Internet,Self-Publishing books platform,Chennai,Undisclosed HNI investors,Private Equity,1000000
1491,8/29/2016,2016,LivSpace,Consumer Internet,Online portal for Home Design,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,15000000
1492,8/30/2016,2016,iAugmentor Labs,Technology,Assessment & Learning Platform,Gurgaon,Rajasthan Angel Investor Network & Others,Seed Round,149000
1493,8/30/2016,2016,DayBox,Consumer Internet,Fruit & Vegetable Delivery platform,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Round,104000
